,uid,iid,ts
0,301,1019,0.6498865957684187
1,772,1285,0.014345931224346804
2,1437,448,0.8485526833852255
3,938,155,0.20250700226748786
4,590,1,-1.1528230473263528
5,712,859,0.8095640804786813
6,1707,963,0.27457979685502815
7,110,200,1.7641155824047265
8,949,883,-0.5263101977680826
9,1119,123,2.7882789467940543
10,1076,794,0.5951301259352384
11,594,153,0.07717202132201186
12,1295,227,1.4787724149754715
13,1730,1269,-1.0360543817421888
14,543,1037,1.0830918228641673
15,527,1030,-0.5823638707135366
16,1364,179,0.3553536202713865
17,8,177,-3.1040899011915872
18,497,571,1.0761810337828697
19,1119,1276,1.797354829208532
20,267,814,0.22188041514869467
21,1669,324,-0.18369437137928957
22,18,49,0.22640792539963683
23,989,1269,0.8426279065387235
24,1319,630,1.515268240552437
25,621,483,-0.3530061981440258
26,1531,492,0.7082095593095142
27,914,548,-0.7068537370125167
28,1537,278,-1.4072330394891317
29,423,810,-1.1638749158693584
30,220,999,-0.03513857992998329
31,887,434,-0.3471736312274157
32,380,222,-0.07949978999382215
33,620,497,0.16772249196046576
34,661,11,-1.3949701920699118
35,1686,1113,-1.4912105314974928
36,1426,565,1.6346227944764447
37,1187,1050,0.48559762067987317
38,2,75,0.07096192851772572
39,1426,765,0.6044029733151641
40,618,1,0.3829108089432507
41,95,387,1.8114224116903144
42,1201,1391,1.4799432510801387
43,887,432,1.3913753656226613
44,886,803,1.554234513078732
45,600,58,-0.08445086880539097
46,388,674,-1.1256287328670513
47,1265,1378,-0.6841871836254587
48,318,482,-0.579646954869006
49,88,404,0.06519718346945282
50,689,168,0.9182174818422874
51,652,60,-1.3268883840460521
52,156,928,-1.1315468300905747
53,862,1077,-0.7093682697038493
54,936,481,-1.3703754463271365
55,1587,795,1.2638087183092028
56,608,632,2.173485616008335
57,472,869,0.13681004615634532
58,296,579,0.4356679900408069
59,1437,1103,1.1682382023948692
60,676,1294,1.540485564027282
61,682,180,2.151622970396827
62,302,353,1.55170225645014
63,670,44,0.8770229781024963
64,496,1184,0.46964885763256414
65,1151,1037,-0.13228112326693198
66,503,994,0.13142887307959406
67,1381,981,-0.6811830263521783
68,1573,154,-1.5983071628542613
69,381,972,0.14773542329609546
70,406,286,-1.2539105730212259
71,1430,1089,-0.17953294885305032
72,34,475,0.8620410376129124
73,764,181,-0.9901919506854158
74,121,802,1.0332637188436637
75,1282,815,1.598977539754808
76,1400,241,-1.1609021791759009
77,626,1,0.8515359362313922
78,524,1054,-1.3846280187148998
79,1765,1380,-0.5201021603638623
80,1650,167,0.31135905033203587
81,371,722,0.1760920139460858
82,715,30,0.0016091030867399388
83,154,897,0.5284936203735583
84,1554,337,0.9159539166117864
85,1562,1049,-0.15040606169686063
86,1476,622,-1.9696978655737467
87,1123,167,0.6851977631775327
88,181,10,-0.9514030877780346
89,491,741,0.5086121711343473
90,259,647,1.1806924472000115
91,782,1328,1.0063241154751958
92,1268,1006,1.159781466580929
93,1471,214,-0.9797036250185586
94,881,1185,-0.38743592699308466
95,1511,378,0.022430528076813953
96,60,597,-0.8610200955087985
97,1291,1128,0.9355186720404748
98,340,425,-0.4285646479510219
99,1126,629,1.2144848327295132
100,1175,1256,0.5137171324827139
101,3,99,-0.2049869392776678
102,247,746,1.0383616345198508
103,1318,1122,-0.5245563463063923
104,858,921,-0.5851218471965349
105,1087,545,-1.5664230027619572
106,808,826,0.2785172211520086
107,839,1177,2.5723738206276296
108,933,1099,1.3573701013977855
109,751,18,0.6625934427721744
110,195,847,0.09683816640442115
111,363,425,1.5959452097606543
112,1312,300,2.000970394886782
113,196,905,-0.054437433512309175
114,188,568,-0.9517636909971325
115,158,932,-0.6284809856830696
116,908,1128,-1.4935656843632126
117,1643,605,0.9346120277880122
118,1577,860,0.5839187609432223
119,1586,1279,0.9884866055097631
120,594,151,0.6309574109826577
121,180,381,-2.5035315151335555
122,538,400,0.4619126873738834
123,1108,161,0.30406041763874064
124,1471,625,-0.5433859363406705
125,463,575,-0.20680158196047072
126,1083,401,0.08105949021623066
127,1517,395,-0.08147104818528601
128,703,150,0.3506080146055462
129,641,332,-0.48332781823823384
130,264,906,-1.7396323694716145
131,1458,602,-1.20615766274189
132,1631,34,1.3819471172178421
133,1223,1338,0.272320314830818
134,528,1018,-0.6716632135630611
135,1749,997,1.2838444959789024
136,1277,1210,-0.8894186467400118
137,1692,1037,-0.21653247448903049
138,17,319,-0.272182892336825
139,405,782,-0.8095261369457145
140,717,121,-0.13735189667006223
141,1580,683,0.5895146128245727
142,55,573,0.13790916232223868
143,214,651,0.29002722480387416
144,1359,543,0.17101022729063595
145,1581,481,-1.004465029694999
146,402,835,0.9905765098649572
147,1318,116,0.0016572684830862964
148,635,448,-0.9075533193368867
149,133,951,-0.3275555076245623
150,1559,536,1.0794546172257538
151,638,329,2.118359718188604
152,124,689,0.8278859873846373
153,135,31,0.2672131169493898
154,898,1180,0.7194181603953912
155,773,313,0.1255042223838353
156,649,507,0.5869609779917447
157,1186,682,0.3637675633095704
158,449,845,1.739838327718821
159,604,964,-1.2382347625242782
160,972,1236,0.25831462692538276
161,1649,307,0.6663488545163488
162,102,427,1.2144253650761334
163,13,251,0.0648028088668633
164,221,677,1.4098327510513968
165,1459,588,-0.42214884721396523
166,429,1071,0.3327873995743528
167,421,41,-0.40176694582061934
168,362,96,-0.20860802047922575
169,169,330,0.5429286906502986
170,523,428,-0.4160785029644893
171,1159,138,0.7016867202058243
172,689,28,-1.2233656133021558
173,439,522,0.7289995023498017
174,1073,556,0.02979727230079867
175,321,802,0.2456431966817665
176,1599,884,0.6638257304820284
177,1441,618,-1.6630316811786323
178,1071,20,0.1189506212711081
179,1462,425,2.8602900544516956
180,851,1274,-0.5309180194064552
181,7,176,0.9003427066927897
182,1266,483,-0.6591292651617844
183,442,722,0.22480991849729864
184,475,747,-0.02141980416260541
185,1149,787,0.8715723830313858
186,894,327,-0.28644824591745904
187,553,205,-0.4593296853944975
188,29,363,-2.0912774956051616
189,1237,969,-0.3604275747838032
190,641,43,0.13616031264190748
191,717,1025,-0.815508298217037
192,1761,1080,2.4004692617294543
193,1074,800,-0.1717689404731081
194,562,886,1.1549629631637113
195,10,10,0.4400061345821405
196,1463,564,-0.4335220094372974
197,89,756,1.0353271716800858
198,1285,967,-0.41001717250196545
199,1410,1252,-0.3200326713784884
200,1497,1033,0.3396596253104075
201,1423,1001,-0.18660288168854533
202,1450,59,0.5479980886773856
203,1697,439,0.4117064711954336
204,365,526,0.15529989136925124
205,38,515,-0.3465798937842962
206,629,852,0.23499981641194795
207,1268,1133,-0.7681892957021402
208,1471,593,0.24756863992224137
209,437,246,0.3487718096277457
210,1000,38,0.4707581947629014
211,1300,1133,0.2757278380547347
212,680,1049,1.4633770708636034
213,978,328,-1.4132932575591093
214,767,182,0.6845934506070653
215,645,458,0.21418598728954294
216,782,284,-1.2117271799244353
217,939,1269,1.4681609498569292
218,1150,1344,-0.7056862870189958
219,291,684,2.0752751821847326
220,1013,253,-0.7455685469005087
221,836,1191,-0.4334404593677457
222,276,798,-1.522821738443914
223,721,75,0.5215842518070131
224,1249,482,0.013760956153871538
225,1153,1229,-1.6698299571775157
226,77,21,0.965118343833509
227,537,1017,-0.2054218352815413
228,1560,133,-0.2937732435934534
229,1067,1255,0.862143574815844
230,1137,1181,0.4336779684132897
231,1272,1270,1.731841516833211
232,1008,1309,-0.44260018005103047
233,646,1296,-0.6370447697027939
234,55,10,0.995696513268086
235,939,1328,1.6952243497762507
236,294,424,-2.2640634801090846
237,59,138,-1.565361332754467
238,1716,712,0.5572228777159672
239,1088,169,0.2409514096739655
240,1226,139,-0.2648862605032964
241,170,906,-1.0058094506193096
242,954,438,-0.630421268674347
243,1261,131,0.019219092076949024
244,1310,1372,0.5288889125851812
245,345,993,-1.0274176595523683
246,1665,1332,0.7312796405649548
247,339,252,-1.4988291740452973
248,579,561,-1.4097746510067117
249,1458,92,-0.3444473372440606
250,1236,162,1.815892732072176
251,1476,255,-0.05757125026766383
252,272,202,-1.2195780734887434
253,419,477,-0.47228415087003495
254,1346,923,-0.45554506303074843
255,1534,272,1.2245057974752758
256,663,147,0.2699596626807222
257,84,757,-0.6805632879368385
258,1323,815,-0.6907136737673718
259,544,675,-0.8484951762791745
260,1647,382,-1.0728779824934036
261,577,288,0.46976926708945205
262,777,480,-0.4657910738589256
263,223,419,1.2491336065209122
264,18,330,-0.3106353972013576
265,1385,1099,0.18087494528970563
266,383,614,1.2210118540738784
267,996,202,0.2511547504420665
268,602,1208,0.2989092440733252
269,193,816,-1.14734132090335
270,1173,124,0.9302335803683369
271,667,212,0.6709628570275022
272,788,196,0.10742762943926089
273,1313,1310,0.5782885994279943
274,388,757,0.06809697958198173
275,1101,90,0.3100662509652373
276,1376,255,-0.6497611939415695
277,258,778,-1.665771868141276
278,523,557,-1.0345765106367966
279,5,120,-0.9527813911530917
280,977,1200,0.27429542390984807
281,530,982,0.01661290512203962
282,1769,1289,-1.2608540616738397
283,1295,271,0.5220621248028086
284,372,472,0.011010989658320309
285,422,85,0.11308617499412295
286,199,285,2.327249166968609
287,744,241,1.49969001209291
288,981,1371,1.0192795442036326
289,1716,591,-0.3418135189126529
290,315,675,0.8592812344656277
291,602,1,-0.42685110422152656
292,1212,868,1.1742709198465688
293,165,202,1.0602444286186217
294,830,446,1.3701250955797424
295,1646,697,0.3707985611257882
296,1006,1160,0.6074870437659194
297,702,45,-1.1445159095867345
298,715,505,-0.10319165358468854
